5	4/10/2020 10:51:17 PM	1
6	4/13/2020 5:48:48 PM	1
3	4/13/2020 5:49:13 PM	1
5	4/13/2020 5:50:04 PM	1
3	4/13/2020 5:50:31 PM	1
2	4/13/2020 5:54:26 PM	1
3	4/13/2020 5:59:43 PM	1
3	4/13/2020 6:05:02 PM	1
8	4/13/2020 6:14:48 PM	1
3	4/13/2020 9:02:41 PM	1
3	4/13/2020 9:03:06 PM	1
45	4/13/2020 9:15:15 PM	1
3	4/13/2020 9:20:36 PM	1
4	4/13/2020 9:30:47 PM	1
6	4/13/2020 9:36:41 PM	1
13	4/13/2020 10:08:12 PM	1
6	4/13/2020 11:37:21 PM	1
2	4/13/2020 11:38:11 PM	1
12	4/14/2020 5:45:55 PM	1
3	4/14/2020 5:54:10 PM	1
4	4/14/2020 9:43:35 PM	1
3	4/14/2020 9:45:15 PM	1
7	4/14/2020 9:46:47 PM	1
3	4/14/2020 9:48:48 PM	1
3	4/14/2020 9:56:09 PM	1
3	4/14/2020 10:01:57 PM	1
1	4/14/2020 11:14:38 PM	1
4	4/14/2020 11:15:24 PM	1
4	4/15/2020 6:29:23 PM	1
