1	4/13/2020 10:02:02 PM	1
10	4/13/2020 10:02:10 PM	43
10	4/13/2020 10:02:10 PM	43
1	4/13/2020 10:03:43 PM	1
2	4/13/2020 10:03:44 PM	43
2	4/13/2020 10:03:44 PM	43
1	4/13/2020 10:05:17 PM	1
2	4/13/2020 10:05:18 PM	43
2	4/13/2020 10:05:18 PM	43
4	4/13/2020 10:08:16 PM	1
10	4/13/2020 10:08:22 PM	43
10	4/13/2020 10:08:22 PM	43
1	4/13/2020 10:09:41 PM	1
2	4/13/2020 10:09:43 PM	43
2	4/13/2020 10:09:43 PM	43
2	4/13/2020 10:18:18 PM	1
4	4/13/2020 10:18:20 PM	43
4	4/13/2020 10:18:20 PM	43
1	4/13/2020 10:36:51 PM	1
6	4/13/2020 10:36:56 PM	43
6	4/13/2020 10:36:56 PM	43
4	4/13/2020 10:38:05 PM	1
23	4/13/2020 10:38:24 PM	43
23	4/13/2020 10:38:24 PM	43
6	4/13/2020 10:38:55 PM	1
18	4/13/2020 10:39:06 PM	43
18	4/13/2020 10:39:06 PM	43
2	4/13/2020 10:39:59 PM	1
3	4/13/2020 10:40:01 PM	43
3	4/13/2020 10:40:01 PM	43
1	4/13/2020 10:40:21 PM	1
2	4/13/2020 10:40:22 PM	43
2	4/13/2020 10:40:22 PM	43
1	4/13/2020 10:43:06 PM	1
2	4/13/2020 10:43:07 PM	43
5	4/13/2020 10:43:10 PM	43
2	4/13/2020 10:51:35 PM	1
4	4/13/2020 10:51:37 PM	44
10	4/13/2020 10:51:42 PM	44
1	4/13/2020 11:10:38 PM	1
10	4/13/2020 11:10:47 PM	44
13	4/13/2020 11:10:50 PM	44
0	4/13/2020 11:11:57 PM	1
1	4/13/2020 11:11:58 PM	44
4	4/13/2020 11:12:00 PM	44
2	4/13/2020 11:22:10 PM	1
11	4/13/2020 11:22:18 PM	44
12	4/13/2020 11:23:20 PM	44
2	4/13/2020 11:23:22 PM	1
3	4/13/2020 11:23:23 PM	44
5	4/13/2020 11:23:25 PM	44
