31	4/23/2020 5:50:58 PM	1
28	5/7/2020 3:28:03 PM	1
11	5/7/2020 3:34:37 PM	1
7	5/7/2020 3:36:09 PM	1
31	5/7/2020 4:22:39 PM	1
33	5/7/2020 4:23:39 PM	1
54	5/7/2020 7:38:13 PM	1
9	5/7/2020 8:00:17 PM	1
41	5/20/2020 10:42:33 PM	1
46	5/21/2020 4:47:52 AM	1
16	5/21/2020 4:48:48 AM	1
57	5/21/2020 5:15:02 AM	1
24	5/21/2020 5:17:05 AM	1
35	5/21/2020 5:18:56 AM	1
12	5/21/2020 11:05:53 PM	1
19	5/21/2020 11:07:31 PM	1
56	5/26/2020 3:33:40 PM	1
32	5/26/2020 3:44:01 PM	1
0	5/26/2020 4:12:36 PM	1
1	5/26/2020 4:21:09 PM	1
52	5/26/2020 4:28:44 PM	1
13	5/26/2020 4:31:06 PM	1
24	5/26/2020 9:08:13 PM	1
24	5/26/2020 9:52:10 PM	1
54	5/26/2020 10:45:36 PM	1
44	6/3/2020 3:08:12 PM	1
25	6/3/2020 6:03:51 PM	1
